Wavelength;4_21_2023;4_21_2023;5_12_2023;5_12_2023;4_21_2023;4_21_2023;4_21_2023;4_21_2023;4_21_2023;4_21_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023
732.5;0.609;7.459;8.42;9.519;0.042;0.018;0.02;0.049;0.097;0.132;-2.064;-2.377;0.209;0.239;9.36;23.268;24.222;3.861;66.975;7.422;9.956;9.488;7.527;0.679;0.896;0.607
733;0.61;7.48;8.42;9.514;0.039;0.01;0.02;0.044;0.095;0.127;-1.894;-1.964;0.158;0.209;9.241;23.204;24.12;3.772;67.156;7.263;10.149;9.648;7.613;0.723;0.878;0.612
733.5;0.609;7.484;8.422;9.507;0.027;0.002;0.014;0.038;0.085;0.121;-1.932;-1.869;0.151;0.173;9.178;23.164;24.041;3.846;67.285;7.067;10.316;9.712;7.716;0.804;0.885;0.593
734;0.616;7.479;8.43;9.482;0.022;-0.005;0.007;0.034;0.081;0.112;-1.921;-1.922;0.191;0.161;9.223;23.139;24.152;3.946;67.379;7.002;10.443;9.637;7.827;0.85;0.865;0.573
734.5;0.617;7.468;8.42;9.454;0.017;-0.004;0.005;0.032;0.08;0.108;-1.913;-1.886;0.15;0.109;9.362;23.142;24.281;4.173;67.333;6.953;10.296;9.467;7.739;0.903;0.839;0.508
735;0.616;7.446;8.414;9.435;0.021;0.001;0.008;0.035;0.087;0.11;-1.94;-2.062;0.096;0.062;9.404;23.166;24.306;4.21;67.458;6.857;10.105;9.219;7.73;0.875;0.731;0.412
735.5;0.606;7.426;8.399;9.431;0.015;-0.005;0.004;0.03;0.082;0.1;-2.059;-2.365;0.019;0.079;9.553;23.281;24.487;4.394;67.547;6.963;9.786;8.991;7.566;0.825;0.68;0.338
736;0.593;7.393;8.385;9.415;0.015;-0.01;-0.001;0.021;0.078;0.099;-2.242;-2.536;-0.107;0.087;9.67;23.394;24.643;4.626;67.666;7.132;9.619;9.02;7.52;0.801;0.721;0.386
736.5;0.574;7.361;8.374;9.393;0.019;-0.01;-0.004;0.016;0.078;0.099;-2.241;-2.567;-0.223;0.045;9.717;23.391;24.735;4.825;67.739;7.356;9.488;9.077;7.421;0.838;0.759;0.419
737;0.559;7.351;8.371;9.397;0.023;-0.009;-0.002;0.019;0.081;0.1;-2.449;-2.7;-0.226;0.033;9.573;23.358;24.794;4.964;67.706;7.518;9.463;9.166;7.371;0.811;0.768;0.433
737.5;0.551;7.343;8.349;9.389;0.011;-0.014;-0.007;0.018;0.069;0.091;-2.555;-2.7;-0.149;0.053;9.313;23.357;24.753;5.028;67.419;7.607;9.429;9.325;7.311;0.792;0.735;0.457
738;0.543;7.347;8.343;9.383;-0.008;-0.027;-0.019;0.009;0.06;0.082;-2.51;-2.511;-0.08;0.062;9.05;23.287;24.564;4.912;67.286;7.53;9.497;9.476;7.313;0.759;0.713;0.469
738.5;0.552;7.344;8.345;9.396;-0.016;-0.023;-0.023;0.007;0.058;0.078;-2.609;-2.577;0.013;0.052;8.877;23.206;24.335;4.773;66.893;7.398;9.571;9.446;7.298;0.783;0.71;0.473
739;0.56;7.345;8.349;9.403;-0.012;-0.018;-0.02;0.008;0.068;0.081;-2.522;-2.672;0.155;0.117;8.769;23.105;24.1;4.498;66.639;7.303;9.604;9.304;7.262;0.843;0.708;0.469
739.5;0.565;7.333;8.342;9.409;-0.003;-0.006;-0.006;0.019;0.081;0.093;-2.521;-2.75;0.231;0.173;8.66;22.942;23.875;4.212;66.372;6.984;9.711;9.189;7.295;0.965;0.676;0.461
740;0.571;7.32;8.335;9.405;0.007;0.004;0.004;0.03;0.097;0.105;-2.631;-2.946;0.235;0.173;8.535;22.849;23.687;3.866;66.081;6.551;9.835;9.081;7.372;1.062;0.631;0.437
740.5;0.576;7.303;8.329;9.42;0.012;0.011;0.011;0.038;0.106;0.109;-2.741;-2.975;0.204;0.15;8.623;22.858;23.661;3.696;65.805;6.252;9.922;9.039;7.34;1.107;0.644;0.471
741;0.57;7.27;8.331;9.403;0.013;0.015;0.012;0.041;0.109;0.113;-2.76;-2.948;0.061;0.058;8.779;22.887;23.681;3.555;65.642;6.205;10.121;9.194;7.495;1.069;0.681;0.488
741.5;0.558;7.239;8.32;9.367;0.015;0.017;0.014;0.048;0.113;0.112;-2.83;-2.941;-0.12;-0.06;8.993;22.878;23.763;3.607;65.257;6.261;10.129;9.246;7.513;1.061;0.708;0.494
742;0.544;7.215;8.326;9.388;0.012;0.016;0.012;0.053;0.106;0.108;-2.857;-2.943;-0.251;-0.155;9.088;22.913;23.878;3.577;64.895;6.342;10.126;9.341;7.609;1.003;0.692;0.528
742.5;0.538;7.182;8.317;9.373;0.002;0.005;0.008;0.05;0.092;0.095;-2.842;-3.01;-0.306;-0.16;9.095;23.008;23.953;3.56;64.769;6.476;10.157;9.437;7.754;0.981;0.718;0.599
743;0.526;7.172;8.309;9.372;-0.008;-0.005;-0.001;0.044;0.082;0.088;-2.686;-2.88;-0.318;-0.178;9.076;23.087;23.914;3.404;64.978;6.511;10.274;9.634;7.889;0.913;0.78;0.63
743.5;0.524;7.167;8.317;9.372;-0.011;-0.008;-0.003;0.037;0.079;0.08;-2.785;-2.991;-0.296;-0.174;9.003;23.098;23.919;3.373;64.946;6.644;10.181;9.576;7.909;0.892;0.849;0.662
744;0.52;7.171;8.321;9.353;0;-0.006;0.003;0.029;0.08;0.084;-2.865;-3.206;-0.186;-0.059;8.919;23.199;23.896;3.491;65.061;6.873;10.095;9.451;7.914;0.817;0.901;0.658
744.5;0.519;7.169;8.331;9.339;0.012;0;0.008;0.031;0.083;0.089;-3.008;-3.346;-0.028;0.056;8.843;23.196;23.906;3.649;65.322;6.887;10.145;9.355;8.011;0.844;0.89;0.667
745;0.528;7.172;8.338;9.34;0.017;0.004;0.004;0.032;0.085;0.09;-3.152;-3.411;0.126;0.136;8.711;23.238;23.956;3.725;65.564;6.919;10.072;9.191;7.988;0.943;0.891;0.675
745.5;0.536;7.177;8.342;9.325;0.016;0.012;0.002;0.031;0.088;0.091;-3.181;-3.355;0.237;0.171;8.435;23.299;23.952;3.716;65.822;6.67;10.098;9.253;7.967;1.009;0.894;0.725
746;0.534;7.174;8.34;9.319;0.012;0.019;0.005;0.035;0.095;0.098;-3.164;-3.256;0.26;0.174;8.484;23.344;24.036;3.755;65.906;6.656;10.102;9.202;7.924;1.062;0.989;0.731
746.5;0.534;7.167;8.324;9.316;0.02;0.031;0.012;0.044;0.103;0.103;-3.173;-3.136;0.205;0.169;8.573;23.272;24.077;3.824;65.783;6.527;9.965;9.095;7.847;1.079;1.015;0.724
747;0.522;7.147;8.323;9.345;0.019;0.03;0.008;0.048;0.098;0.1;-3.18;-3.149;0.176;0.172;8.569;23.23;24.074;3.827;65.719;6.416;9.904;9.072;7.788;1.13;0.972;0.741
747.5;0.52;7.123;8.306;9.33;0.016;0.02;0;0.043;0.088;0.088;-3.133;-3.187;0.119;0.156;8.552;23.112;23.974;3.742;65.742;6.259;9.934;9.124;7.929;1.13;0.905;0.635
748;0.506;7.095;8.285;9.347;0.014;0.011;-0.013;0.045;0.08;0.085;-3.176;-3.246;0.027;0.085;8.644;23.066;23.986;3.657;65.721;6.143;9.867;9.211;7.914;1.101;0.897;0.619
748.5;0.501;7.058;8.268;9.32;0.004;-0.002;-0.019;0.036;0.071;0.079;-3.332;-3.475;0.033;0.116;8.605;22.962;23.989;3.565;65.371;6.208;9.669;9.23;7.874;1.061;0.871;0.607
749;0.501;7.042;8.24;9.289;0.002;-0.007;-0.018;0.035;0.06;0.08;-3.457;-3.724;0.065;0.189;8.769;22.996;24.085;3.781;64.935;6.603;9.549;9.152;7.732;0.967;0.822;0.576
749.5;0.511;7.021;8.234;9.281;-0.001;-0.01;-0.023;0.036;0.052;0.08;-3.53;-3.946;0.125;0.211;9.049;23.056;24.212;3.916;64.771;6.909;9.512;9.094;7.645;0.964;0.795;0.597
750;0.524;7.007;8.234;9.275;-0.009;-0.013;-0.021;0.034;0.046;0.079;-3.483;-3.921;0.092;0.15;8.989;23.087;24.346;3.866;64.934;6.94;9.593;9.201;7.577;0.974;0.75;0.614
750.5;0.534;6.991;8.229;9.251;-0.01;-0.012;-0.011;0.034;0.051;0.088;-3.387;-3.878;0.055;0.062;8.976;23.23;24.513;3.94;65.037;6.917;9.738;9.385;7.548;1.048;0.77;0.671
751;0.534;6.988;8.231;9.261;-0.002;-0.003;0.006;0.039;0.068;0.104;-3.303;-3.708;0.021;0.022;9.175;23.258;24.644;4.181;65.009;7.028;9.864;9.378;7.479;1.095;0.859;0.717
751.5;0.536;6.993;8.221;9.261;0.014;0.014;0.02;0.046;0.081;0.117;-3.18;-3.565;-0.058;-0.021;9.113;23.244;24.667;4.25;65.303;6.954;9.847;9.309;7.519;1.052;0.862;0.699
752;0.534;6.996;8.219;9.255;0.023;0.017;0.021;0.049;0.086;0.116;-2.925;-3.351;-0.133;-0.113;9.036;23.161;24.521;4.194;65.566;6.881;9.93;9.295;7.632;1.051;0.821;0.67
752.5;0.542;7.01;8.2;9.212;0.034;0.024;0.024;0.047;0.093;0.119;-2.759;-3.186;-0.228;-0.266;9.143;23.076;24.378;4.116;65.849;6.936;9.897;9.216;7.757;1.052;0.818;0.632
753;0.544;6.997;8.182;9.207;0.045;0.031;0.025;0.057;0.108;0.125;-2.761;-3.083;-0.264;-0.325;9.079;22.978;24.252;3.838;65.964;6.925;9.75;9.101;7.875;1.024;0.857;0.665
753.5;0.55;6.999;8.152;9.155;0.046;0.029;0.026;0.06;0.109;0.123;-2.744;-3.143;-0.223;-0.29;9.025;22.86;24.022;3.514;65.943;7.002;9.621;8.939;7.998;0.993;0.844;0.661
754;0.548;7.001;8.124;9.132;0.037;0.024;0.023;0.06;0.1;0.114;-2.83;-3.355;-0.141;-0.218;9.213;22.765;23.846;3.418;65.917;7.136;9.39;8.673;7.856;0.986;0.853;0.618
754.5;0.544;6.981;8.103;9.13;0.03;0.022;0.017;0.057;0.1;0.106;-3.051;-3.559;-0.02;-0.142;9.363;22.792;23.722;3.282;65.872;7.044;9.129;8.523;7.712;0.997;0.848;0.6
755;0.529;6.937;8.093;9.128;0.023;0.022;0.019;0.053;0.095;0.1;-3.101;-3.599;0.068;-0.078;9.315;22.748;23.609;3.199;66.034;6.757;9.053;8.521;7.538;0.97;0.793;0.575
755.5;0.504;6.877;8.08;9.113;0.013;0.008;0.013;0.04;0.084;0.09;-3.228;-3.745;0.127;-0.026;9.384;22.867;23.661;3.422;66.077;6.731;8.996;8.57;7.442;1.004;0.768;0.555
756;0.48;6.846;8.068;9.096;0.002;-0.002;0.001;0.028;0.074;0.083;-3.079;-3.524;0.169;0.07;9.344;22.966;23.708;3.687;65.973;6.771;9.059;8.597;7.263;0.991;0.747;0.543
756.5;0.45;6.814;8.045;9.089;-0.004;-0.009;-0.011;0.02;0.063;0.077;-2.872;-3.366;0.132;0.086;9.111;23.05;23.765;3.734;66.019;6.609;9.219;8.695;7.24;0.974;0.685;0.512
757;0.429;6.787;8.045;9.061;0;-0.011;-0.017;0.02;0.063;0.077;-2.521;-3.128;0.133;0.099;9.036;23.043;23.773;3.799;65.937;6.611;9.392;8.76;7.216;0.979;0.631;0.498
757.5;0.409;6.768;8.029;9.032;0.007;-0.006;-0.014;0.026;0.069;0.09;-2.265;-2.789;0.16;0.07;8.955;23.025;23.878;3.867;65.988;6.708;9.476;8.875;7.255;0.974;0.639;0.501
758;0.399;6.75;8.012;9.028;0.018;-0.002;-0.007;0.034;0.079;0.097;-1.837;-2.494;0.164;0.035;8.793;23.004;23.889;3.743;66.101;6.732;9.591;8.957;7.395;0.909;0.636;0.46
758.5;0.408;6.748;8.005;9.028;0.022;-0.004;0;0.039;0.081;0.1;-1.65;-2.488;0.138;-0.019;8.813;22.982;23.828;3.681;66.344;6.772;9.667;8.94;7.595;0.882;0.622;0.458
759;0.412;6.753;8.024;9.053;0.019;-0.004;0.001;0.041;0.085;0.1;-1.72;-2.606;0.171;-0.039;8.815;23.012;23.739;3.661;66.741;6.762;9.625;8.895;7.69;0.872;0.646;0.474
759.5;0.427;6.752;8.024;9.077;0.016;0;0.007;0.04;0.09;0.099;-2.02;-2.823;0.225;-0.039;8.798;23.11;23.663;3.737;66.975;6.795;9.613;8.895;7.77;0.874;0.684;0.521
760;0.439;6.748;8.029;9.107;0.014;0.004;0.01;0.037;0.09;0.096;-2.281;-3.073;0.287;0.021;8.826;23.057;23.584;3.887;67.317;6.792;9.712;8.95;7.789;0.829;0.705;0.571
760.5;0.45;6.744;8.024;9.103;0.006;-0.006;0.004;0.029;0.085;0.081;-2.655;-3.291;0.346;0.092;8.902;23.099;23.617;4.059;67.479;7;9.668;8.995;7.798;0.83;0.721;0.624
761;0.461;6.754;8.009;9.09;0.001;-0.007;-0.002;0.027;0.082;0.075;-2.942;-3.337;0.376;0.14;8.877;23.111;23.602;3.993;67.521;7.005;9.785;9.089;7.739;0.797;0.68;0.58
761.5;0.458;6.757;7.986;9.102;0.009;0.001;0.001;0.032;0.089;0.077;-3.499;-3.692;0.367;0.175;8.826;23.08;23.6;3.796;67.422;6.788;9.823;9.177;7.724;0.781;0.657;0.533
762;0.457;6.744;7.977;9.077;0.016;0.007;0.001;0.037;0.092;0.087;-3.838;-3.898;0.43;0.271;8.838;22.966;23.701;3.655;67.106;6.667;9.788;9.171;7.676;0.822;0.629;0.493
762.5;0.452;6.73;7.961;9.063;0.019;0.01;0.003;0.038;0.089;0.093;-3.827;-3.715;0.436;0.314;8.708;22.872;23.835;3.452;66.799;6.622;9.681;9.339;7.642;0.838;0.62;0.477
763;0.457;6.714;7.95;9.049;0.02;0.008;0.003;0.038;0.088;0.093;-3.711;-3.74;0.469;0.293;8.643;22.839;23.893;3.147;66.53;6.368;9.579;9.393;7.614;0.889;0.665;0.507
763.5;0.468;6.7;7.969;9.055;0.022;0.009;-0.001;0.042;0.086;0.092;-3.737;-3.823;0.461;0.286;8.581;22.758;23.989;3.017;66.272;6.336;9.482;9.25;7.72;0.958;0.703;0.595
764;0.472;6.683;7.989;9.053;0.019;0.002;-0.011;0.041;0.076;0.087;-3.713;-3.802;0.481;0.307;8.446;22.742;24.07;2.991;66.021;6.279;9.454;9.147;7.706;1.001;0.798;0.729
764.5;0.482;6.67;7.989;9.06;0.014;-0.002;-0.008;0.034;0.067;0.081;-3.456;-3.689;0.483;0.315;8.383;22.749;24.08;3.211;65.679;6.412;9.4;8.956;7.659;1.063;0.899;0.834
765;0.485;6.649;7.981;9.046;0.015;-0.007;-0.015;0.028;0.062;0.072;-3.279;-3.58;0.445;0.355;8.288;22.683;24.041;3.383;65.364;6.403;9.451;8.784;7.596;0.992;0.927;0.858
765.5;0.488;6.629;7.981;9.026;0.021;-0.011;-0.014;0.029;0.061;0.064;-3.023;-3.42;0.439;0.345;8.239;22.648;23.993;3.532;65.107;6.459;9.364;8.607;7.489;0.911;0.945;0.859
766;0.48;6.608;7.991;9.023;0.023;-0.01;-0.013;0.026;0.063;0.061;-2.891;-3.366;0.325;0.254;8.137;22.786;23.937;3.807;64.931;6.441;9.481;8.729;7.471;0.782;0.862;0.74
766.5;0.47;6.584;7.995;9.034;0.025;-0.009;-0.004;0.028;0.07;0.069;-2.845;-3.325;0.203;0.149;8.116;22.915;23.917;3.896;64.737;6.412;9.584;8.803;7.442;0.729;0.835;0.67
767;0.464;6.552;8.01;9.017;0.02;-0.01;0.004;0.03;0.072;0.073;-2.937;-3.432;0.101;0.09;8.15;23.049;24.011;4.043;64.575;6.623;9.594;8.852;7.352;0.746;0.781;0.603
767.5;0.461;6.531;8.018;9.016;0.011;-0.012;0.004;0.027;0.069;0.07;-2.939;-3.28;0.048;0.069;8.223;23.096;24.032;4.167;64.696;6.733;9.634;9.013;7.278;0.733;0.699;0.494
768;0.458;6.504;8.033;9.035;0.006;-0.015;-0.002;0.023;0.062;0.067;-2.921;-3.265;0.033;0.007;8.385;23.059;24.037;4.114;64.87;6.572;9.775;9.1;7.261;0.8;0.658;0.433
768.5;0.466;6.497;8.043;9.043;0.01;-0.01;-0.006;0.02;0.056;0.064;-2.879;-3.209;-0.025;-0.022;8.468;23.017;24.153;4.091;64.803;6.543;9.912;8.982;7.265;0.871;0.68;0.404
769;0.474;6.489;8.026;9.041;0.009;-0.012;-0.006;0.015;0.047;0.062;-2.692;-2.968;-0.016;0.018;8.559;22.924;24.201;3.926;64.744;6.585;10.011;8.931;7.363;0.885;0.696;0.418
769.5;0.483;6.485;7.996;9.031;0.005;-0.012;0.002;0.011;0.046;0.066;-2.428;-2.668;0.003;0.04;8.599;22.842;24.078;3.713;64.681;6.448;10.133;8.855;7.531;0.923;0.738;0.44
770;0.479;6.471;7.974;9.02;0.007;-0.008;0.004;0.006;0.047;0.065;-2.304;-2.526;0.024;0.07;8.577;22.726;23.903;3.302;64.484;6.203;10.24;8.822;7.614;0.927;0.842;0.474
770.5;0.47;6.458;7.959;9.021;0.006;-0.008;0;0.003;0.049;0.068;-2.292;-2.595;0.017;-0.001;8.502;22.643;23.68;2.977;64.373;5.982;10.259;8.8;7.674;0.872;0.87;0.494
771;0.45;6.434;7.945;8.999;0.003;-0.002;-0.004;0.007;0.052;0.072;-2.451;-2.781;0.02;-0.053;8.362;22.781;23.609;2.991;64.296;5.978;10.166;8.885;7.639;0.873;0.86;0.529
771.5;0.431;6.416;7.934;8.963;0;0;-0.006;0.014;0.051;0.08;-2.628;-3.088;-0.014;-0.111;8.324;22.898;23.543;2.847;64.349;5.908;10.071;8.914;7.564;0.868;0.916;0.565
772;0.403;6.393;7.938;8.916;-0.003;-0.004;-0.01;0.019;0.048;0.079;-3.028;-3.462;-0.034;-0.075;8.326;22.903;23.481;2.975;64.873;6.048;9.867;8.855;7.502;0.822;0.881;0.531
772.5;0.381;6.351;7.935;8.918;-0.006;-0.017;-0.022;0.014;0.036;0.071;-3.308;-3.667;-0.019;-0.03;8.375;22.91;23.38;3.308;65.477;6.035;9.661;8.694;7.428;0.776;0.775;0.408
773;0.376;6.321;7.941;8.911;-0.007;-0.034;-0.034;0.001;0.022;0.056;-3.434;-3.952;0.013;0.003;8.162;22.928;23.356;3.407;66;5.96;9.627;8.682;7.386;0.762;0.681;0.336
773.5;0.381;6.326;7.934;8.903;-0.005;-0.042;-0.037;-0.006;0.018;0.043;-3.443;-4.064;0.067;0.052;7.869;22.898;23.411;3.535;66.407;6.084;9.563;8.625;7.432;0.688;0.583;0.283
774;0.396;6.321;7.934;8.894;-0.002;-0.044;-0.03;-0.004;0.023;0.044;-3.275;-3.807;0.121;0.053;7.777;22.738;23.387;3.524;66.867;6.252;9.628;8.645;7.734;0.547;0.454;0.251
774.5;0.413;6.316;7.928;8.903;-0.002;-0.042;-0.02;-0.003;0.03;0.048;-3.24;-3.439;0.126;0.017;7.778;22.582;23.327;3.291;67.049;6.057;9.652;8.676;7.934;0.519;0.413;0.26
775;0.422;6.32;7.931;8.922;-0.006;-0.039;-0.015;-0.005;0.038;0.051;-3.156;-3.371;0.113;-0.028;7.973;22.426;23.287;2.983;67.026;5.882;9.682;8.659;7.898;0.523;0.459;0.317
775.5;0.435;6.316;7.913;8.93;-0.012;-0.034;-0.022;-0.007;0.039;0.056;-3.131;-3.31;0.059;-0.084;8.182;22.391;23.35;2.901;66.885;5.908;9.696;8.722;7.781;0.534;0.456;0.396
776;0.441;6.302;7.896;8.908;-0.01;-0.014;-0.016;0.006;0.046;0.069;-3.048;-3.072;0.046;-0.098;8.559;22.405;23.538;3.078;66.455;6.114;9.482;8.714;7.595;0.644;0.547;0.453
776.5;0.437;6.297;7.877;8.915;-0.011;-0.009;-0.022;0.012;0.049;0.07;-2.993;-3.013;-0.021;-0.091;9.005;22.544;23.706;3.2;66.154;6.314;9.341;8.752;7.541;0.718;0.662;0.474
777;0.426;6.281;7.873;8.93;-0.015;-0.017;-0.026;0.009;0.043;0.066;-3.143;-3.173;-0.089;-0.045;9.212;22.482;23.774;3.344;66.382;6.442;9.335;8.858;7.551;0.862;0.753;0.507
777.5;0.43;6.263;7.861;8.939;-0.013;-0.02;-0.026;0.005;0.034;0.062;-3.365;-3.432;-0.094;-0.045;9.296;22.603;23.769;3.53;66.625;6.552;9.306;8.868;7.523;0.968;0.827;0.52
778;0.43;6.267;7.853;8.914;-0.007;-0.016;-0.021;0.007;0.04;0.056;-3.512;-3.665;-0.014;0.027;8.985;22.689;23.78;3.463;66.695;6.479;9.496;9.085;7.635;0.99;0.83;0.537
778.5;0.422;6.262;7.863;8.934;-0.002;-0.007;-0.017;0.014;0.049;0.057;-3.722;-3.871;0.006;0.025;8.79;22.711;23.809;3.565;66.768;6.564;9.574;9.342;7.741;0.994;0.806;0.565
779;0.421;6.262;7.891;8.937;0.01;0.009;-0.006;0.03;0.06;0.065;-3.769;-3.872;-0.121;-0.089;8.548;22.734;23.787;3.517;66.613;6.391;9.645;9.462;7.943;0.911;0.771;0.606
779.5;0.416;6.259;7.886;8.934;0.015;0.014;0.001;0.039;0.063;0.065;-3.841;-3.948;-0.25;-0.194;8.12;22.808;23.782;3.433;66.29;6.24;9.643;9.497;7.966;0.92;0.785;0.675
780;0.408;6.262;7.897;8.914;0.01;0.011;-0.002;0.038;0.06;0.069;-3.697;-4.16;-0.318;-0.261;7.901;22.831;23.843;3.46;66.019;6.079;9.829;9.393;7.908;0.891;0.778;0.73
780.5;0.403;6.255;7.889;8.884;0.007;0.007;-0.006;0.036;0.05;0.074;-3.469;-4.107;-0.399;-0.28;7.76;22.856;23.829;3.401;65.662;6.033;9.82;9.304;7.801;0.902;0.808;0.771
781;0.392;6.224;7.903;8.852;0.01;0.004;-0.005;0.041;0.05;0.082;-3.118;-3.885;-0.433;-0.302;7.703;22.772;23.86;3.453;65.482;6.083;9.733;9.132;7.758;0.873;0.809;0.679
781.5;0.384;6.198;7.893;8.836;0.005;-0.006;-0.016;0.033;0.038;0.072;-2.963;-3.785;-0.429;-0.256;7.614;22.709;23.724;3.191;65.543;6.109;9.597;9.088;7.779;0.869;0.812;0.658
782;0.384;6.182;7.889;8.838;0.002;-0.024;-0.026;0.017;0.023;0.061;-2.944;-3.779;-0.359;-0.241;7.494;22.479;23.553;2.867;65.925;5.996;9.701;9.121;7.682;0.898;0.864;0.637
782.5;0.385;6.148;7.873;8.815;0.006;-0.021;-0.028;0.014;0.023;0.064;-3.007;-3.805;-0.196;-0.151;7.514;22.404;23.315;2.686;66.431;5.979;9.764;9.05;7.581;0.823;0.815;0.597
783;0.372;6.107;7.863;8.815;0.013;-0.01;-0.02;0.028;0.038;0.069;-3.007;-3.637;-0.074;0;7.577;22.355;23.204;2.6;66.787;5.815;9.846;8.963;7.541;0.725;0.761;0.556
783.5;0.363;6.069;7.869;8.832;0.014;-0.003;-0.01;0.033;0.047;0.074;-3.212;-3.756;0.09;0.104;7.73;22.367;23.184;2.668;66.978;5.86;9.751;9.017;7.475;0.639;0.655;0.476
784;0.353;6.048;7.865;8.842;0.028;0.008;0.009;0.044;0.062;0.084;-3.358;-3.72;0.215;0.154;7.768;22.424;23.17;2.698;67.064;5.652;9.693;9.119;7.592;0.647;0.628;0.48
784.5;0.352;6.042;7.849;8.852;0.032;0.007;0.018;0.038;0.068;0.086;-3.416;-3.853;0.344;0.202;7.879;22.508;23.291;3.061;67.033;5.687;9.714;9.262;7.561;0.626;0.588;0.437
785;0.357;6.044;7.852;8.863;0.027;0.002;0.016;0.022;0.069;0.087;-3.322;-3.681;0.357;0.146;8.201;22.587;23.561;3.446;67.151;5.787;9.739;9.288;7.619;0.647;0.502;0.381
785.5;0.368;6.044;7.841;8.881;0.023;-0.009;0.01;0.016;0.061;0.084;-3.175;-3.818;0.239;0.069;8.564;22.731;23.766;3.592;67.357;5.808;9.636;9.272;7.592;0.626;0.498;0.329
786;0.382;6.051;7.837;8.874;0.018;-0.019;0.006;0.008;0.057;0.078;-3.057;-3.719;0.134;-0.048;8.843;22.861;24.111;3.973;67.524;6.123;9.608;9.244;7.664;0.609;0.488;0.306
786.5;0.394;6.056;7.823;8.858;0.01;-0.026;-0.004;-0.002;0.054;0.064;-3.108;-3.773;0.05;-0.065;8.955;22.889;24.141;4.007;67.485;6.242;9.507;9.226;7.756;0.673;0.555;0.396
787;0.396;6.067;7.812;8.87;0.006;-0.026;-0.009;-0.002;0.056;0.058;-3.104;-3.836;-0.036;-0.101;8.98;22.761;24.071;3.811;67.306;6.198;9.694;9.25;7.839;0.706;0.697;0.486
787.5;0.398;6.062;7.792;8.845;-0.002;-0.022;-0.015;0.005;0.063;0.059;-3.146;-3.925;-0.025;-0.026;8.822;22.719;23.91;3.509;67.057;6.214;9.862;9.181;7.851;0.747;0.816;0.605
788;0.392;6.043;7.769;8.838;-0.01;-0.017;-0.014;0.024;0.062;0.06;-3.016;-3.752;-0.021;0.027;8.677;22.766;23.835;3.473;66.769;6.214;9.914;8.957;7.747;0.718;0.901;0.707
788.5;0.383;6.009;7.77;8.801;-0.013;-0.011;-0.009;0.033;0.068;0.071;-3.205;-4.038;0.115;0.159;8.391;22.726;23.693;3.379;66.184;6.202;10.054;8.765;7.708;0.713;0.881;0.731
789;0.368;5.985;7.791;8.783;0.002;0.002;0.006;0.045;0.083;0.088;-3.443;-4.007;0.173;0.21;8.222;22.653;23.644;3.301;65.736;6.053;10.133;8.84;7.61;0.837;0.994;0.873
789.5;0.363;5.957;7.807;8.79;0.006;0.004;0.01;0.039;0.083;0.091;-3.641;-4.121;0.205;0.226;8.334;22.654;23.676;3.369;65.515;6.141;10.252;8.893;7.368;0.841;0.941;0.829
790;0.363;5.915;7.819;8.794;0.006;0.005;0.004;0.028;0.073;0.085;-3.657;-3.869;0.106;0.099;8.305;22.676;23.654;3.451;65.525;6.145;10.185;9.023;7.249;0.896;0.919;0.841
790.5;0.364;5.897;7.838;8.804;0;-0.013;-0.011;0.012;0.056;0.066;-3.642;-4.04;0.014;0.016;8.385;22.754;23.621;3.464;65.576;6.139;10.072;9.012;7.129;0.917;0.926;0.804
791;0.364;5.881;7.84;8.806;-0.002;-0.021;-0.018;0.001;0.049;0.06;-3.568;-3.933;-0.059;-0.029;8.439;22.874;23.634;3.711;65.511;6.409;9.701;8.822;7.064;0.937;0.911;0.753
791.5;0.356;5.869;7.848;8.792;-0.001;-0.025;-0.021;-0.006;0.05;0.05;-3.526;-4.069;-0.07;0.017;8.382;22.864;23.488;3.791;65.415;6.488;9.38;8.592;7.047;0.964;0.902;0.665
792;0.343;5.862;7.84;8.802;0.004;-0.019;-0.019;-0.004;0.047;0.05;-3.443;-4.042;-0.146;0.011;8.547;22.71;23.348;3.696;65.309;6.496;9.112;8.395;7.064;0.965;0.917;0.592
792.5;0.346;5.853;7.832;8.786;0.004;-0.02;-0.023;-0.007;0.044;0.049;-3.281;-4.174;-0.178;-0.03;8.368;22.607;23.218;3.46;65.143;6.446;8.759;8.213;7.082;0.947;0.886;0.466
793;0.347;5.817;7.798;8.757;0.012;-0.009;-0.021;0.008;0.05;0.06;-3.321;-4.187;-0.205;-0.082;8.223;22.621;23.223;3.531;65.325;6.153;8.57;8.052;7.122;0.855;0.811;0.402
793.5;0.351;5.794;7.772;8.716;0.024;0.005;-0.015;0.02;0.066;0.074;-3.477;-4.609;-0.183;-0.063;7.999;22.475;23.188;3.423;65.642;5.913;8.771;8.104;7.298;0.799;0.754;0.336
794;0.354;5.787;7.761;8.693;0.035;0.02;-0.006;0.032;0.08;0.082;-3.754;-4.693;-0.184;-0.094;8.066;22.314;23.364;3.248;66.284;5.751;8.977;8.167;7.476;0.822;0.824;0.469
