Wavelength;4_21_2023;4_21_2023;5_12_2023;5_12_2023;4_21_2023;4_21_2023;4_21_2023;4_21_2023;4_21_2023;4_21_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023
526;2.384;10.846;11.812;13.471;0.128;0.222;0.341;0.516;0.935;1.015;3.08;3.391;0.331;0.359;14.013;25.58;26.596;11.192;72.492;14.191;11.43;10.274;8.955;0.903;0.883;0.7
526.5;2.379;10.84;11.795;13.446;0.127;0.223;0.339;0.512;0.932;1.013;2.977;3.218;0.328;0.366;14.191;25.703;26.654;11.219;72.283;14.34;11.402;10.243;8.913;0.947;0.892;0.712
527;2.372;10.826;11.782;13.443;0.126;0.221;0.336;0.51;0.928;1.009;2.984;3.168;0.276;0.333;14.294;25.786;26.677;11.228;72.036;14.369;11.387;10.246;8.863;0.986;0.892;0.734
527.5;2.359;10.813;11.783;13.409;0.124;0.223;0.333;0.508;0.928;1.005;3.018;3.19;0.238;0.306;14.32;25.804;26.715;11.207;71.758;14.283;11.388;10.261;8.841;0.983;0.855;0.721
528;2.356;10.806;11.763;13.411;0.123;0.224;0.331;0.503;0.927;1.001;2.992;3.216;0.248;0.302;14.304;25.817;26.8;11.243;71.528;14.237;11.358;10.169;8.782;0.986;0.798;0.7
528.5;2.354;10.797;11.751;13.421;0.124;0.226;0.33;0.498;0.922;0.998;2.912;3.181;0.269;0.326;14.233;25.821;26.819;11.329;71.348;14.132;11.343;10.134;8.662;1.001;0.741;0.674
529;2.354;10.801;11.733;13.4;0.126;0.228;0.33;0.493;0.922;0.995;2.817;3.17;0.303;0.388;14.137;25.835;26.819;11.377;71.204;14.068;11.322;10.118;8.571;1.009;0.739;0.679
529.5;2.357;10.797;11.718;13.398;0.131;0.23;0.329;0.492;0.923;0.997;2.691;3.179;0.318;0.414;14.073;25.855;26.842;11.437;71.325;14.146;11.314;10.122;8.514;1.014;0.768;0.736
530;2.359;10.792;11.699;13.397;0.138;0.234;0.332;0.495;0.928;1.001;2.67;3.158;0.322;0.414;13.984;25.88;26.824;11.478;71.508;14.249;11.2;10.118;8.558;0.982;0.776;0.729
530.5;2.364;10.783;11.676;13.376;0.139;0.234;0.336;0.495;0.928;1.002;2.682;3.17;0.321;0.422;14.025;25.856;26.863;11.608;71.776;14.576;11.124;10.074;8.59;0.969;0.8;0.726
531;2.365;10.776;11.658;13.336;0.136;0.228;0.334;0.491;0.924;0.998;2.652;3.158;0.333;0.434;14.11;25.857;26.883;11.761;72.151;14.878;11.059;10.085;8.553;0.963;0.854;0.739
531.5;2.357;10.773;11.652;13.311;0.132;0.223;0.331;0.488;0.918;0.994;2.598;3.167;0.336;0.462;14.214;25.861;26.897;11.777;72.436;14.949;11.057;10.079;8.559;0.966;0.913;0.753
532;2.349;10.76;11.637;13.296;0.127;0.218;0.329;0.488;0.91;0.989;2.65;3.201;0.315;0.46;14.226;25.779;26.814;11.603;72.633;14.801;11.101;10.1;8.632;0.954;0.91;0.737
532.5;2.344;10.755;11.635;13.284;0.123;0.213;0.328;0.488;0.905;0.985;2.749;3.236;0.302;0.426;14.215;25.682;26.749;11.397;72.718;14.534;11.085;10.126;8.641;0.939;0.885;0.719
533;2.342;10.744;11.615;13.278;0.12;0.21;0.322;0.483;0.898;0.979;2.768;3.222;0.263;0.366;14.126;25.618;26.67;11.196;72.645;14.303;11.065;10.128;8.607;0.925;0.845;0.689
533.5;2.337;10.744;11.612;13.274;0.117;0.207;0.315;0.475;0.89;0.972;2.78;3.189;0.204;0.329;13.989;25.514;26.544;11.023;72.44;14.033;11.12;10.164;8.614;0.914;0.814;0.66
534;2.332;10.739;11.604;13.269;0.113;0.202;0.309;0.466;0.884;0.962;2.635;3.046;0.174;0.34;13.898;25.453;26.434;10.868;72.297;13.854;11.206;10.218;8.606;0.885;0.799;0.645
534.5;2.328;10.739;11.593;13.295;0.111;0.2;0.304;0.463;0.881;0.957;2.576;2.982;0.183;0.354;13.847;25.437;26.375;10.702;72.248;13.722;11.222;10.246;8.61;0.86;0.805;0.661
535;2.324;10.736;11.577;13.289;0.112;0.202;0.303;0.462;0.88;0.956;2.556;2.899;0.207;0.354;13.754;25.47;26.354;10.71;72.045;13.671;11.193;10.193;8.63;0.844;0.807;0.661
535.5;2.319;10.732;11.565;13.264;0.109;0.201;0.302;0.46;0.876;0.954;2.491;2.867;0.258;0.371;13.743;25.492;26.401;10.676;71.923;13.627;11.254;10.165;8.625;0.848;0.828;0.673
536;2.311;10.725;11.548;13.233;0.108;0.2;0.301;0.46;0.876;0.953;2.516;2.864;0.303;0.384;13.713;25.512;26.476;10.638;71.846;13.586;11.227;10.072;8.564;0.832;0.878;0.696
536.5;2.301;10.71;11.554;13.196;0.108;0.2;0.3;0.46;0.875;0.952;2.573;2.929;0.325;0.368;13.688;25.501;26.535;10.576;71.71;13.486;11.184;9.982;8.555;0.821;0.879;0.681
537;2.301;10.7;11.544;13.158;0.105;0.199;0.296;0.459;0.868;0.951;2.629;2.965;0.355;0.376;13.594;25.44;26.52;10.435;71.635;13.3;11.184;10.006;8.63;0.819;0.851;0.658
537.5;2.307;10.695;11.536;13.136;0.103;0.197;0.293;0.453;0.861;0.947;2.691;2.953;0.349;0.342;13.528;25.381;26.495;10.353;71.67;13.163;11.118;10.039;8.612;0.835;0.824;0.67
538;2.313;10.685;11.52;13.118;0.103;0.197;0.29;0.448;0.852;0.945;2.763;2.945;0.289;0.286;13.419;25.36;26.436;10.344;71.721;13.051;11.092;10.07;8.555;0.868;0.816;0.635
538.5;2.316;10.676;11.507;13.101;0.103;0.193;0.284;0.44;0.844;0.94;2.795;2.889;0.23;0.248;13.335;25.313;26.327;10.33;71.717;12.97;11.125;10.112;8.518;0.885;0.797;0.584
539;2.315;10.659;11.485;13.097;0.101;0.187;0.277;0.431;0.837;0.934;2.721;2.806;0.231;0.261;13.367;25.325;26.284;10.345;71.683;13.059;11.158;10.199;8.514;0.859;0.753;0.547
539.5;2.31;10.653;11.465;13.101;0.101;0.185;0.272;0.428;0.833;0.929;2.636;2.748;0.24;0.274;13.426;25.341;26.252;10.302;71.482;13.159;11.199;10.303;8.558;0.851;0.74;0.557
540;2.301;10.647;11.452;13.081;0.1;0.184;0.269;0.425;0.833;0.926;2.49;2.698;0.232;0.264;13.449;25.389;26.29;10.359;71.041;13.294;11.197;10.286;8.544;0.873;0.742;0.577
540.5;2.294;10.635;11.443;13.068;0.103;0.185;0.27;0.425;0.838;0.925;2.339;2.677;0.24;0.246;13.48;25.406;26.367;10.341;70.643;13.28;11.268;10.284;8.559;0.87;0.743;0.574
541;2.282;10.623;11.427;13.064;0.106;0.185;0.273;0.426;0.839;0.924;2.267;2.65;0.214;0.228;13.511;25.447;26.447;10.336;70.396;13.346;11.204;10.222;8.537;0.846;0.76;0.595
541.5;2.274;10.618;11.424;13.051;0.107;0.182;0.272;0.424;0.838;0.92;2.314;2.721;0.202;0.201;13.56;25.447;26.498;10.335;70.222;13.313;11.218;10.171;8.54;0.832;0.776;0.609
542;2.268;10.607;11.416;13.042;0.109;0.181;0.271;0.419;0.837;0.916;2.427;2.811;0.217;0.23;13.633;25.481;26.572;10.42;70.328;13.289;11.252;10.197;8.556;0.79;0.776;0.63
542.5;2.263;10.608;11.401;13.039;0.109;0.182;0.272;0.417;0.835;0.912;2.559;2.917;0.195;0.227;13.686;25.484;26.615;10.48;70.697;13.258;11.238;10.17;8.521;0.811;0.826;0.694
543;2.262;10.603;11.38;13.025;0.106;0.179;0.271;0.411;0.826;0.905;2.68;2.992;0.163;0.221;13.676;25.441;26.546;10.457;71.165;13.174;11.254;10.177;8.491;0.841;0.874;0.724
543.5;2.258;10.588;11.358;13.011;0.101;0.172;0.265;0.405;0.816;0.896;2.76;3.018;0.191;0.227;13.608;25.367;26.418;10.398;71.532;13.049;11.309;10.16;8.446;0.844;0.869;0.707
544;2.253;10.575;11.334;12.981;0.094;0.165;0.26;0.401;0.806;0.891;2.762;2.999;0.233;0.251;13.574;25.327;26.344;10.381;71.752;13.052;11.291;10.163;8.452;0.82;0.865;0.702
544.5;2.25;10.566;11.322;12.952;0.087;0.16;0.253;0.397;0.798;0.885;2.628;2.862;0.24;0.268;13.516;25.273;26.266;10.28;71.785;13.067;11.278;10.172;8.492;0.831;0.862;0.709
545;2.249;10.558;11.303;12.916;0.083;0.158;0.247;0.396;0.789;0.881;2.489;2.815;0.252;0.277;13.466;25.215;26.237;10.233;71.705;13.008;11.22;10.146;8.547;0.831;0.848;0.704
545.5;2.247;10.552;11.299;12.903;0.083;0.157;0.246;0.397;0.786;0.88;2.373;2.735;0.265;0.293;13.361;25.173;26.219;10.09;71.559;12.891;11.222;10.135;8.628;0.794;0.815;0.654
546;2.241;10.55;11.287;12.883;0.082;0.156;0.247;0.396;0.782;0.879;2.231;2.636;0.235;0.309;13.306;25.166;26.236;10.037;71.291;12.861;11.162;10.117;8.634;0.755;0.786;0.623
546.5;2.235;10.552;11.284;12.871;0.081;0.154;0.245;0.394;0.778;0.878;2.164;2.557;0.197;0.324;13.308;25.203;26.266;10.015;71.001;12.758;11.232;10.09;8.667;0.748;0.763;0.616
547;2.228;10.541;11.273;12.866;0.083;0.153;0.246;0.39;0.778;0.873;2.175;2.454;0.203;0.362;13.347;25.299;26.328;10.118;70.849;12.764;11.278;10.071;8.672;0.725;0.74;0.609
547.5;2.224;10.542;11.276;12.834;0.085;0.156;0.249;0.387;0.78;0.871;2.182;2.41;0.195;0.35;13.312;25.343;26.363;10.049;70.905;12.784;11.382;10.145;8.723;0.77;0.767;0.631
548;2.226;10.546;11.259;12.821;0.088;0.153;0.251;0.38;0.781;0.866;2.025;2.335;0.21;0.358;13.357;25.335;26.349;9.933;70.963;12.831;11.407;10.132;8.725;0.827;0.804;0.655
548.5;2.225;10.539;11.238;12.807;0.088;0.152;0.25;0.373;0.781;0.861;1.904;2.231;0.218;0.342;13.336;25.292;26.332;9.858;70.894;12.798;11.395;10.095;8.654;0.842;0.807;0.637
549;2.225;10.532;11.208;12.782;0.086;0.149;0.245;0.369;0.78;0.859;1.852;2.136;0.221;0.342;13.283;25.227;26.296;9.77;70.973;12.756;11.287;10.042;8.625;0.846;0.815;0.635
549.5;2.225;10.517;11.179;12.756;0.079;0.143;0.235;0.363;0.776;0.855;1.905;2.109;0.206;0.32;13.219;25.127;26.244;9.593;71.18;12.648;11.244;10.065;8.675;0.88;0.826;0.634
550;2.223;10.496;11.142;12.73;0.075;0.14;0.226;0.364;0.769;0.853;1.952;2.18;0.211;0.297;13.215;25.025;26.209;9.466;71.338;12.529;11.218;10.097;8.717;0.895;0.823;0.63
550.5;2.217;10.474;11.111;12.719;0.071;0.138;0.219;0.364;0.767;0.853;2.007;2.259;0.2;0.275;13.076;24.953;26.187;9.247;71.505;12.289;11.201;10.075;8.786;0.894;0.833;0.643
551;2.208;10.452;11.087;12.718;0.068;0.136;0.216;0.364;0.765;0.853;2.05;2.32;0.177;0.249;13.054;24.905;26.21;9.216;71.56;12.142;11.199;10.079;8.837;0.912;0.831;0.657
551.5;2.195;10.431;11.064;12.71;0.066;0.129;0.214;0.363;0.76;0.851;2.065;2.321;0.184;0.248;12.982;24.931;26.221;9.146;71.6;12.034;11.263;10.117;8.919;0.896;0.792;0.641
552;2.185;10.407;11.045;12.706;0.068;0.126;0.214;0.36;0.752;0.844;2.033;2.196;0.226;0.215;12.969;24.992;26.195;9.057;71.698;11.923;11.339;10.169;8.948;0.859;0.749;0.597
552.5;2.179;10.409;11.047;12.677;0.07;0.13;0.217;0.361;0.748;0.843;1.951;2.064;0.247;0.178;12.941;25.033;26.187;9.011;71.747;11.954;11.44;10.22;8.956;0.883;0.748;0.585
553;2.177;10.425;11.036;12.673;0.073;0.136;0.222;0.359;0.746;0.841;1.809;1.945;0.229;0.14;12.996;25.072;26.206;9.035;71.75;12;11.468;10.202;8.938;0.929;0.783;0.585
553.5;2.176;10.432;11.036;12.653;0.074;0.142;0.221;0.354;0.739;0.838;1.808;1.916;0.183;0.115;12.941;25.111;26.204;9.144;71.671;12.106;11.42;10.203;8.883;0.942;0.783;0.556
554;2.174;10.441;11.026;12.618;0.075;0.143;0.219;0.351;0.735;0.834;1.882;1.933;0.139;0.09;12.921;25.169;26.249;9.301;71.55;12.226;11.32;10.191;8.78;0.949;0.786;0.541
554.5;2.174;10.435;11.015;12.565;0.072;0.139;0.211;0.345;0.724;0.826;1.982;2.025;0.126;0.105;12.933;25.208;26.248;9.442;71.381;12.242;11.298;10.107;8.713;0.988;0.838;0.579
555;2.17;10.422;10.993;12.502;0.076;0.138;0.208;0.346;0.719;0.821;1.949;2.055;0.119;0.126;13.04;25.262;26.256;9.518;71.194;12.359;11.217;10.036;8.589;1.011;0.848;0.609
555.5;2.161;10.412;10.961;12.466;0.077;0.139;0.212;0.346;0.72;0.817;1.985;2.214;0.123;0.151;13.098;25.304;26.261;9.545;71.032;12.393;11.144;9.957;8.532;1.021;0.886;0.669
556;2.152;10.405;10.942;12.468;0.077;0.136;0.21;0.346;0.719;0.813;1.981;2.293;0.116;0.185;13.101;25.321;26.314;9.671;70.869;12.486;11.135;9.927;8.505;0.994;0.878;0.69
556.5;2.141;10.385;10.923;12.463;0.082;0.129;0.21;0.346;0.714;0.807;1.839;2.207;0.163;0.247;13.082;25.313;26.377;9.683;70.751;12.587;11.151;9.981;8.53;0.916;0.864;0.698
557;2.133;10.367;10.908;12.47;0.082;0.121;0.204;0.34;0.705;0.794;1.641;2.005;0.186;0.247;13.084;25.332;26.407;9.598;70.735;12.559;11.14;10.011;8.501;0.846;0.848;0.664
557.5;2.133;10.365;10.909;12.478;0.076;0.114;0.198;0.334;0.695;0.783;1.411;1.76;0.176;0.232;13.05;25.316;26.433;9.564;70.697;12.584;11.183;10.026;8.529;0.845;0.831;0.664
558;2.136;10.37;10.916;12.505;0.068;0.114;0.194;0.328;0.69;0.777;1.339;1.639;0.114;0.16;13.067;25.263;26.388;9.492;70.754;12.548;11.125;10.046;8.598;0.839;0.829;0.641
558.5;2.138;10.364;10.911;12.513;0.066;0.115;0.188;0.323;0.685;0.77;1.309;1.578;0.093;0.14;13.028;25.273;26.375;9.464;70.702;12.565;11.011;10.098;8.664;0.84;0.812;0.623
559;2.14;10.368;10.9;12.506;0.067;0.114;0.185;0.318;0.681;0.766;1.259;1.462;0.053;0.123;12.973;25.276;26.39;9.5;70.523;12.587;10.946;10.07;8.652;0.849;0.832;0.632
559.5;2.138;10.361;10.879;12.475;0.07;0.114;0.182;0.311;0.675;0.764;1.231;1.416;0.026;0.108;12.893;25.268;26.349;9.439;70.282;12.47;10.957;10.016;8.694;0.88;0.85;0.658
560;2.133;10.357;10.851;12.438;0.08;0.119;0.185;0.308;0.676;0.769;1.246;1.468;0.005;0.11;12.889;25.266;26.292;9.328;70.091;12.381;10.921;9.986;8.696;0.891;0.82;0.633
560.5;2.126;10.354;10.814;12.399;0.086;0.129;0.192;0.307;0.682;0.772;1.346;1.595;-0.033;0.111;12.812;25.273;26.244;9.207;69.863;12.213;10.928;9.977;8.734;0.883;0.81;0.623
561;2.117;10.352;10.79;12.376;0.092;0.135;0.196;0.309;0.688;0.777;1.398;1.69;-0.056;0.11;12.69;25.234;26.261;9.184;69.724;12.059;10.99;10.025;8.793;0.858;0.794;0.617
561.5;2.111;10.338;10.773;12.349;0.097;0.137;0.197;0.311;0.689;0.779;1.321;1.714;-0.04;0.133;12.577;25.193;26.333;9.125;69.723;11.973;11.084;10.156;8.881;0.837;0.786;0.612
562;2.102;10.314;10.757;12.316;0.095;0.134;0.195;0.308;0.693;0.777;1.249;1.68;0;0.15;12.52;25.213;26.407;9.046;69.916;11.877;11.086;10.221;8.909;0.795;0.767;0.562
562.5;2.1;10.305;10.754;12.309;0.089;0.13;0.19;0.304;0.687;0.771;1.123;1.616;0.013;0.117;12.531;25.201;26.432;9.017;70.176;11.883;11.133;10.222;8.866;0.79;0.745;0.525
563;2.096;10.302;10.75;12.296;0.082;0.127;0.185;0.304;0.683;0.768;1.065;1.681;0.067;0.08;12.618;25.193;26.409;9.013;70.422;11.985;11.082;10.184;8.859;0.787;0.734;0.497
563.5;2.09;10.297;10.728;12.284;0.079;0.124;0.179;0.302;0.675;0.76;0.969;1.675;0.135;0.101;12.718;25.224;26.381;9.006;70.675;12.129;11.045;10.145;8.833;0.841;0.734;0.504
564;2.089;10.302;10.712;12.28;0.072;0.117;0.174;0.299;0.661;0.755;0.94;1.634;0.178;0.112;12.731;25.181;26.364;8.971;70.916;12.307;11.054;10.076;8.787;0.9;0.774;0.505
564.5;2.085;10.297;10.706;12.273;0.067;0.112;0.17;0.296;0.649;0.75;0.969;1.624;0.189;0.096;12.718;25.159;26.321;8.933;70.948;12.393;11.126;10.094;8.756;0.928;0.785;0.493
565;2.081;10.295;10.703;12.24;0.063;0.111;0.169;0.293;0.639;0.746;1.068;1.67;0.17;0.132;12.772;25.155;26.306;8.918;70.806;12.475;11.071;10.02;8.629;0.913;0.77;0.487
565.5;2.079;10.291;10.697;12.193;0.063;0.11;0.166;0.292;0.634;0.741;1.066;1.515;0.16;0.156;12.742;25.146;26.264;8.841;70.647;12.453;11.016;9.948;8.526;0.892;0.779;0.497
566;2.079;10.292;10.695;12.167;0.062;0.109;0.166;0.29;0.634;0.735;1.015;1.315;0.156;0.16;12.728;25.147;26.272;8.905;70.513;12.458;10.937;9.907;8.491;0.865;0.77;0.539
566.5;2.081;10.28;10.693;12.171;0.063;0.106;0.163;0.289;0.636;0.73;0.903;1.16;0.139;0.168;12.669;25.175;26.309;8.959;70.437;12.489;10.823;9.87;8.442;0.835;0.752;0.576
567;2.078;10.268;10.691;12.161;0.061;0.105;0.163;0.281;0.639;0.725;0.869;1.006;0.104;0.162;12.596;25.204;26.323;8.987;70.47;12.435;10.728;9.864;8.406;0.788;0.757;0.612
567.5;2.078;10.267;10.687;12.149;0.062;0.107;0.162;0.279;0.641;0.722;0.729;0.905;0.057;0.122;12.521;25.194;26.271;9.029;70.594;12.323;10.728;9.841;8.351;0.744;0.747;0.629
568;2.072;10.273;10.675;12.146;0.065;0.109;0.162;0.28;0.643;0.72;0.735;0.939;0.076;0.127;12.51;25.247;26.244;9.095;70.562;12.207;10.672;9.845;8.314;0.724;0.75;0.637
568.5;2.057;10.282;10.653;12.147;0.064;0.108;0.162;0.277;0.641;0.716;0.839;1.118;0.119;0.138;12.47;25.273;26.239;9.12;70.492;12.028;10.705;9.862;8.31;0.736;0.759;0.635
569;2.046;10.275;10.64;12.149;0.064;0.108;0.163;0.274;0.633;0.713;0.994;1.335;0.166;0.149;12.471;25.275;26.247;9.029;70.306;11.891;10.74;9.861;8.364;0.714;0.759;0.594
569.5;2.036;10.273;10.644;12.153;0.066;0.112;0.169;0.277;0.629;0.712;1.046;1.445;0.212;0.155;12.438;25.271;26.22;8.917;70.086;11.77;10.842;9.909;8.465;0.706;0.743;0.561
570;2.03;10.258;10.641;12.126;0.067;0.113;0.171;0.275;0.621;0.707;1.057;1.509;0.225;0.189;12.453;25.267;26.242;8.838;69.731;11.71;10.877;9.861;8.437;0.732;0.729;0.532
570.5;2.024;10.243;10.643;12.124;0.069;0.112;0.171;0.273;0.613;0.703;1.044;1.462;0.269;0.212;12.414;25.261;26.225;8.685;69.482;11.62;10.952;9.892;8.5;0.767;0.719;0.503
571;2.016;10.226;10.634;12.117;0.068;0.108;0.165;0.267;0.605;0.695;0.888;1.296;0.273;0.209;12.515;25.257;26.241;8.736;69.293;11.624;10.994;9.914;8.542;0.814;0.726;0.523
571.5;2.01;10.21;10.642;12.122;0.067;0.102;0.16;0.263;0.599;0.686;0.791;1.172;0.256;0.197;12.596;25.249;26.309;8.819;69.209;11.774;10.947;9.932;8.536;0.879;0.739;0.562
572;2.005;10.194;10.647;12.113;0.067;0.099;0.157;0.259;0.594;0.679;0.751;1.062;0.201;0.173;12.6;25.238;26.365;8.846;69.326;11.915;10.985;9.927;8.505;0.921;0.773;0.602
572.5;2;10.184;10.641;12.088;0.066;0.099;0.153;0.259;0.592;0.677;0.629;0.9;0.131;0.141;12.566;25.213;26.36;8.92;69.588;12.025;10.996;9.89;8.446;0.958;0.811;0.64
573;1.989;10.176;10.626;12.081;0.065;0.096;0.146;0.257;0.588;0.671;0.66;0.864;0.083;0.144;12.554;25.206;26.391;8.954;69.783;12.069;10.907;9.856;8.324;0.952;0.818;0.635
573.5;1.976;10.175;10.605;12.073;0.06;0.089;0.138;0.247;0.58;0.661;0.739;0.939;0.09;0.146;12.559;25.179;26.408;8.948;69.913;12.043;10.828;9.82;8.319;0.915;0.823;0.633
574;1.974;10.166;10.597;12.057;0.058;0.085;0.136;0.244;0.573;0.655;0.82;1.012;0.114;0.169;12.556;25.143;26.383;8.768;70.024;12.012;10.76;9.762;8.37;0.857;0.801;0.616
574.5;1.974;10.171;10.592;12.043;0.057;0.086;0.139;0.243;0.57;0.652;0.833;1.049;0.173;0.196;12.428;25.04;26.266;8.563;70.072;11.825;10.782;9.766;8.425;0.842;0.793;0.627
575;1.978;10.174;10.584;12.036;0.06;0.089;0.141;0.24;0.566;0.653;0.9;1.14;0.195;0.247;12.3;25.022;26.193;8.432;70.057;11.673;10.803;9.795;8.454;0.843;0.766;0.59
575.5;1.984;10.176;10.58;12.039;0.061;0.094;0.148;0.243;0.568;0.656;0.935;1.208;0.195;0.252;12.237;25.037;26.122;8.224;70.002;11.469;10.894;9.845;8.552;0.811;0.717;0.542
576;1.988;10.185;10.578;12.016;0.056;0.091;0.149;0.243;0.567;0.657;0.92;1.209;0.18;0.228;12.342;25.03;26.05;8.153;69.833;11.313;10.959;9.89;8.605;0.773;0.718;0.533
576.5;1.995;10.196;10.576;12.006;0.054;0.088;0.149;0.244;0.567;0.657;0.912;1.195;0.167;0.203;12.373;25.038;26.045;8.101;69.78;11.246;11.02;9.924;8.636;0.742;0.699;0.512
577;2.002;10.206;10.577;11.99;0.057;0.095;0.15;0.248;0.571;0.66;0.969;1.249;0.109;0.169;12.339;25.063;26.02;8.09;69.683;11.306;11.039;9.827;8.594;0.712;0.701;0.515
577.5;2.002;10.208;10.567;11.974;0.058;0.095;0.15;0.251;0.569;0.66;0.939;1.289;0.043;0.136;12.294;25.042;25.985;8.125;69.699;11.328;11.01;9.772;8.571;0.728;0.721;0.528
578;1.995;10.2;10.554;11.975;0.056;0.09;0.141;0.249;0.562;0.653;0.84;1.307;0.023;0.162;12.325;25.043;26.01;8.171;69.69;11.361;10.935;9.723;8.53;0.695;0.681;0.49
578.5;1.981;10.187;10.531;11.969;0.053;0.082;0.137;0.245;0.557;0.647;0.746;1.276;0.03;0.172;12.364;25.024;26.018;8.258;69.701;11.376;10.87;9.786;8.6;0.701;0.705;0.507
579;1.963;10.161;10.533;11.962;0.048;0.076;0.129;0.24;0.551;0.642;0.806;1.352;0.025;0.155;12.341;24.987;26.041;8.271;69.694;11.401;10.856;9.874;8.58;0.759;0.744;0.544
579.5;1.947;10.139;10.516;11.957;0.047;0.074;0.13;0.238;0.547;0.639;0.864;1.491;0.063;0.164;12.263;24.929;26.049;8.304;69.484;11.39;10.878;9.981;8.542;0.809;0.771;0.559
580;1.931;10.133;10.509;11.964;0.048;0.079;0.132;0.233;0.546;0.637;0.99;1.624;0.096;0.206;12.228;24.975;26.062;8.411;69.431;11.41;10.869;10.037;8.449;0.85;0.757;0.532
580.5;1.927;10.119;10.497;11.967;0.047;0.079;0.131;0.23;0.543;0.632;1.106;1.664;0.11;0.222;12.231;24.985;26.087;8.4;69.459;11.429;10.911;10.035;8.405;0.86;0.738;0.497
581;1.925;10.116;10.486;11.949;0.04;0.074;0.124;0.222;0.533;0.622;1.259;1.692;0.163;0.202;12.198;24.996;26.056;8.317;69.546;11.357;11.015;10.109;8.405;0.835;0.737;0.494
581.5;1.927;10.12;10.48;11.93;0.043;0.073;0.121;0.22;0.527;0.617;1.358;1.655;0.186;0.189;12.173;25.011;26.016;8.179;69.694;11.275;11.027;10.09;8.366;0.813;0.735;0.477
582;1.929;10.132;10.478;11.9;0.047;0.075;0.117;0.222;0.525;0.612;1.328;1.501;0.163;0.131;12.116;25.018;26.033;8.122;69.651;11.261;10.908;10.026;8.316;0.819;0.746;0.524
582.5;1.926;10.127;10.47;11.891;0.048;0.072;0.113;0.218;0.513;0.6;1.133;1.273;0.132;0.098;12.111;24.972;26.092;8.075;69.605;11.181;10.779;9.939;8.313;0.813;0.746;0.544
583;1.918;10.113;10.46;11.882;0.048;0.07;0.105;0.212;0.504;0.591;0.808;0.944;0.172;0.143;12.161;24.997;26.127;8.067;69.487;11.17;10.634;9.817;8.272;0.811;0.73;0.535
583.5;1.905;10.083;10.45;11.859;0.047;0.064;0.099;0.207;0.496;0.581;0.481;0.673;0.164;0.133;12.259;25.027;26.158;8.136;69.375;11.292;10.511;9.725;8.338;0.811;0.742;0.538
584;1.893;10.048;10.458;11.853;0.046;0.063;0.097;0.203;0.489;0.576;0.296;0.584;0.113;0.104;12.411;25.084;26.188;8.246;69.221;11.439;10.44;9.674;8.335;0.85;0.753;0.543
584.5;1.886;10.037;10.452;11.854;0.048;0.064;0.102;0.202;0.488;0.575;0.15;0.595;0.128;0.117;12.512;25.116;26.174;8.301;69.045;11.495;10.373;9.591;8.373;0.828;0.733;0.482
585;1.887;10.038;10.451;11.856;0.05;0.068;0.11;0.203;0.491;0.578;0.129;0.69;0.143;0.161;12.526;25.111;26.071;8.221;69.103;11.443;10.343;9.553;8.384;0.793;0.706;0.425
585.5;1.898;10.039;10.446;11.858;0.051;0.07;0.115;0.203;0.492;0.576;0.297;0.884;0.138;0.193;12.528;25.033;25.982;8.08;69.33;11.298;10.409;9.565;8.409;0.763;0.675;0.386
586;1.906;10.047;10.433;11.853;0.052;0.07;0.115;0.202;0.49;0.579;0.544;1.114;0.167;0.187;12.465;24.955;25.863;7.912;69.549;11.098;10.516;9.693;8.409;0.73;0.671;0.378
586.5;1.911;10.055;10.43;11.838;0.058;0.072;0.121;0.207;0.488;0.585;0.8;1.278;0.163;0.186;12.393;24.888;25.737;7.725;69.632;10.884;10.598;9.731;8.404;0.732;0.7;0.407
587;1.913;10.059;10.43;11.823;0.055;0.07;0.119;0.207;0.485;0.583;0.981;1.337;0.116;0.14;12.238;24.8;25.719;7.638;69.709;10.658;10.664;9.814;8.418;0.741;0.711;0.455
587.5;1.911;10.058;10.431;11.842;0.053;0.068;0.116;0.205;0.479;0.576;1.024;1.256;0.077;0.105;12.131;24.754;25.772;7.571;69.71;10.583;10.782;9.863;8.4;0.761;0.71;0.492
588;1.905;10.062;10.426;11.842;0.051;0.067;0.111;0.202;0.474;0.571;0.981;1.178;0.067;0.129;12.07;24.81;25.871;7.56;69.541;10.598;10.842;9.798;8.252;0.808;0.73;0.541
588.5;1.895;10.05;10.419;11.836;0.042;0.06;0.103;0.197;0.467;0.561;0.902;1.081;0.021;0.107;12.045;24.853;25.959;7.602;69.494;10.754;10.887;9.804;8.272;0.822;0.742;0.585
589;1.882;10.03;10.412;11.836;0.038;0.06;0.102;0.196;0.468;0.557;0.841;1.083;-0.015;0.112;12.07;24.924;26.018;7.683;69.5;10.883;10.849;9.786;8.289;0.852;0.761;0.599
589.5;1.869;10.027;10.398;11.833;0.033;0.057;0.098;0.191;0.465;0.551;0.648;0.964;-0.017;0.127;12.06;24.993;26.077;7.752;69.414;10.933;10.771;9.723;8.306;0.857;0.789;0.607
590;1.858;10.017;10.382;11.813;0.031;0.055;0.097;0.189;0.463;0.55;0.45;0.804;0.007;0.165;12.057;24.983;26.078;7.655;69.475;10.973;10.779;9.747;8.392;0.845;0.78;0.612
